title|overview|genres_|keywords_
Halloween III: Season of the Witch|Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a strange mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.|Horror_Mystery_Science Fiction|commercial_factory_gas station_curfew_mask_halloween_hospital_doctor_death_surveillance camera_stonehenge
Escape from the Planet of the Apes|The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.|Action_Science Fiction|spacecraft_pacifism_human being_cage_dystopia_politician_chimpanzee_tease_caving
Hud|"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner."""|Action_Drama_Western|alcoholism_ranchers_rancher_rebellious youth
Kevin Hart: Let Me Explain|"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales."|Comedy_Documentary|stand-up comedy_manhattan, new york city_madison square garden_duringcreditsstinger
My Own Private Idaho|"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant."|Drama_Romance|individual_gay_father son relationship_rome_robbery_treasure_portland_cocaine_generations confilct_idaho_hustler_german_seattle_narkolepsy_pink bathrobe_prostitution_gay sex_incest_lgbt_road movie
Garden State|Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.|Comedy_Drama_Romance|new jersey_paraplegic_loss of mother_expensive restaurant_pop culture_ecstasy_strangeness_epilepsy_lethargy_answering machine_difficult childhood_unsociability_single_marijuana_los angeles_psychiatrist_grave digger
Before Sunrise|A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.|Drama_Romance|dialogue_sunrise_talking_soulmates_walking_austria_traveller_danube_bittersweet_romantic_vienna
Evil Words|One day, for no apparent reason, a cop kills 11 children. The same day, horror novelist Thomas Roy tries to commit suicide after cutting his fingers. At first glance, nothing seems to link the two events – until Dr. Paul Lacasse, a disillusioned psychiatrist, takes over the case. Prompted by his colleague Jeanne, a fan of Thomas Roy, Dr. Lacasse investigates the writer’s past. Hounded by a gossip columnist, Dr. Lacasse uncovers a series of troubling facts that bolster his convictions about the case. As he tries to reassemble the pieces of the puzzle in order to better treat the famous writer, Dr. Lacasse is dragged further and further into a series of events, with terrifying consequences.|Horror_Mystery_Thriller|suspense_psychopathic killer_hopital
Jesus' Son|A young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion|Comedy_Drama_Romance|drug abuse_magic mushroom_dark comedy_independent film_drug_psychedelics_heroin addict_woman director
Saving Face|A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.|Comedy_Romance|lesbian relationship_lgbt_woman director
Brick Lane|The grind of daily life as a Brick Lane Bangladessi as seen through the eyes of Nazneen (Chatterjee), who at 17 enters an arranged marriage with Chanu (Kaushik). Years later, living in east London with her family, she meets a young man Karim (Simpson).|Drama|arranged marriage_independent film_bangladesh_september 11 2001_woman director
Robot & Frank|A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.|Science Fiction_Comedy_Drama_Crime|friendship_robot_senior citizen_cat thief
My Life Without Me|A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.|Drama_Romance|farewell_responsability_dying and death_night shift_daughter_secret love_mother daughter relationship_woman director
The Spectacular Now|"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""|Comedy_Drama_Romance|alcoholism_coming of age_teenager_high school student_based on young adult novel
Religulous|Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.|Comedy_Documentary|muslim_museum_jew_evidence_rabbi_interview_christian_faith_atheist_chapel_religious_catholic_evolution_trucker_mormon_skeptic_creationism_aftercreditsstinger
Fuel|Record high oil prices, global warming, and an insatiable demand for energy: these issues define our generation. The film exposes shocking connections between the auto industry, the oil industry, and the government, while exploring alternative energies such as solar, wind, electricity, and non-food-based biofuels.|Documentary_Drama|energy policy_consumption_automobile industry_independent film_nature
